category,faam_property,type,value,base_url,label,qualifiers
metadata,label,string,Lied van Reinilde: voor soprano,,,
metadata,description,string,,,,
metadata,qid,externalid,,http://wwww.wikidata.org/entity/,,
metadata,nodegoat_id,id,16002627,,,
metadata,FAAM manifestation ID,id,KCA-030902762449,,,
metadata,call number,string,MM-ZL-BLOCK-herberg-1,,,
metadata,score format,item,XyayZhMR,,Full Score,
metadata,score complexity,item,WJHHh56W,,Mechanical print,
statements,editorial annotation,item,LQE77nqs,,release pedal,
statements,editorial annotation,item,GpNEm7nw,,engage pedal,
statements,editorial annotation,item,AB4X4hGP,,translation,
statements,editorial annotation,item,EqtAuzbH,,metronome mark,
statements,editorial annotation,item,LBfWd2va,,espressivo,
statements,editorial annotation,item,D6RjeTWv,,musical expression,
statements,editorial annotation,item,7WfWytMV,,ritenuto,
statements,handwritten annotation,item,QeqFpJLJ,,underline,
statements,handwritten annotation,item,7qCCArxX,,signature,
statements,handwritten annotation,item,eNyFmkHC,,fingering,
statements,handwritten annotation,item,8N6k5W5i,,accidental,
statements,handwritten annotation,item,aAsRZoVk,,breath mark,
statements,handwritten annotation,item,2qoBxv5j,,performance practice,
statements,handwritten annotation,item,NRsZG792,,bounding,
statements,handwritten annotation,item,7XBG3iZJ,,legato,
statements,handwritten annotation,item,PprjdkHE,,vertical break,
statements,provenance,item,2C9Fy8H6,,Heritage Library Royal Conservatoire Antwerp,
statements,keyword,item,7AXGCpck,,opera,
statements,keyword,item,LmDaVvmF,,reduction,
statements,keyword,item,WiBZjkbR,,arrangement,
statements,keyword,item,TvgVbkP2,,song,
statements,keyword,item,mGvrzsgB,,salon music,
statements,instrumentation,item,NFAxdnVA,,voice,
statements,instrumentation,item,PyGNLcfw,,piano,
statements,musical work,item,mSGe59oN,,De Herbergprinses,
statements,agent,statement,cy2NFhfp,,Heugel,7tdgMgre|dtkJhYLf|1897
statements,agent,statement,6UrJ5gwo,,Jan Blockx,YvQmwaaW||
statements,agent,statement,MvfpvWJh,,Irma Van Dijck,oMERLdSN|bSzLPudk|
