category,faam_property,type,value,base_url
metadata,label,string,Latin Catholic priest,
metadata,description,string,"minister in the Catholic Church of the West, of the Roman rite, who have received the second degree of the sacrament of orders. They can administer five of the seven sacraments, except confirmation and ordination, reserved for the bishop",
metadata,aliases,string,Roman rite catholic priest,
metadata,aliases,string,priest in the roman catholic church,
metadata,aliases,string,catholic priest,
metadata,aliases,string,roman rite catholic presbyter,
metadata,aliases,string,communion priest,
metadata,aliases,string,Roman Rite Catholic priest,
metadata,aliases,string,priest,
metadata,aliases,string,Roman Catholic priest,
metadata,aliases,string,presbyter,
metadata,aliases,string,catholic presbyter,
metadata,aliases,string,roman catholic presbyter,
metadata,aliases,string,Priester,
metadata,qid,externalid,Q1469535,http://wwww.wikidata.org/entity/
metadata,nodegoat_id,id,0,
