category,faam_property,type,value,base_url,label
metadata,label,string,tuba,,
metadata,description,string,type of musical instrument of the brass family,,
metadata,aliases,string,cuerno bajo,,
metadata,aliases,string,tuba baja,,
metadata,aliases,string,tuba en Si bemol♭,,
metadata,aliases,string,tuba en si♭,,
metadata,aliases,string,bombarda,,
metadata,aliases,string,tuba en do,,
metadata,aliases,string,tuba CC,,
metadata,aliases,string,tuba contrabajo,,
metadata,aliases,string,tuba en si bemol doble,,
metadata,aliases,string,tuba doble do,,
metadata,aliases,string,Tuba in FA,,
metadata,aliases,string,Tuba in MIb,,
metadata,aliases,string,tuba,,
metadata,qid,externalid,Q131168,http://wwww.wikidata.org/entity/,
metadata,nodegoat_id,id,15990834,,
statements,instance of,item,BnwWc34X,,
statements,subclass of,item,Ecx7xgeY,,
statements,subclass of,item,Gf4RZLs5,,
statements,subclass of,item,iUQBZYW5,,
