category,faam_property,type,value,label,qualifiers
metadata,label,string,Suite (in D-dur),,
metadata,description,string,,,
metadata,nodegoat_id,id,16004326,,
metadata,FAAM manifestation ID,id,BSB-991076583969707356,,
metadata,call number,string,2 Mus.pr. 8388#Beibd.7,,
metadata,score complexity,item,iTQMfTAE,Mechanical print,
statements,date,date,1866,,
statements,editorial annotation,item,Di2mC26w,engage pedal,
statements,editorial annotation,item,NFazQXR2,release pedal,
statements,editorial annotation,item,CPJ2a2C2,articulation,
statements,editorial annotation,item,3ts8CrNB,musical phrasing,
statements,editorial annotation,item,6cyBEJLr,fingering,
statements,editorial annotation,item,HXG9NWiG,bowing,
statements,provenance,item,FDCuefHz,Bavarian State Library,
statements,keyword,item,4Ug7EdNp,suite,
statements,keyword,item,FSduWvy5,early music,
statements,keyword,item,QFnkBYdA,string music,
statements,keyword,item,M9HRWrxt,reduction,
statements,keyword,item,MaWnCnVw,arrangement,
statements,instrumentation,item,VZE4bgeN,violin,
statements,instrumentation,item,GoXpNrsh,piano,
statements,musical work,item,SM7adM4J,Suite No. 3,
statements,agent,statement,QhRQ5LW9,Johann Sebastian Bach,fkHJwpoD||
statements,agent,statement,Y4Su8bEC,Ferdinand David,45qo3Fj3||
statements,agent,statement,bLz2WyUD,Bartholf Senff,GBgJfRbK|GKcJxAtt|1866
statements,role,item,fkHJwpoD,composer,
statements,role,item,45qo3Fj3,music editor,
statements,role,item,GBgJfRbK,publishing company,
statements,place,item,GKcJxAtt,Leipzig,
