category,faam_property,type,value,label,qualifiers
metadata,label,string,"Messe ""Beatus qui intelligit"" für sechs Singstimmen ; nebst der gleichnamigen Motette von Orlandus Lassus",,
metadata,description,string,,,
metadata,nodegoat_id,id,15992772,,
metadata,FAAM manifestation ID,id,BSB-991077737359707356,,
metadata,call number,string,4 Mus.pr. 2010.2861,,
metadata,score format,item,ktjyHrtb,Full Score,
metadata,score complexity,item,iTQMfTAE,Mechanical print,
statements,date,date,1854,,
statements,editorial annotation,item,eviEKifd,dynamic,
statements,editorial annotation,item,UDva945b,crescendo,
statements,editorial annotation,item,e9t5BdLA,decrescendo,
statements,editorial annotation,item,9dz9ydpz,legato,
statements,editorial annotation,item,3ts8CrNB,musical phrasing,
statements,editorial annotation,item,B7WuhvkL,fermata,
statements,editorial annotation,item,WtvibJFF,accent,
statements,editorial annotation,item,Rg6UtZ34,ritardando,
statements,editorial annotation,item,WT9AcUBt,tempo,
statements,editorial annotation,item,NsEoE4RP,musical expression,
statements,editorial annotation,item,LiFYdNgN,comparative study,
statements,editorial annotation,item,F9XSfSvU,Musica ficta,
statements,editorial annotation,item,aCRY7SgN,accidental,
statements,editorial annotation,item,3WB3MVBB,Tenuto,
statements,editorial annotation,item,93vh2DpZ,largo,
statements,editorial annotation,item,ULbwT6u4,dolce,
statements,editorial annotation,item,3Vvybq56,affect,
statements,editorial annotation,item,gSHSbZQr,instrument call,
statements,editorial annotation,item,c5cZmF37,decrescendo,
statements,editorial annotation,item,AeKhRWCB,tempo primo,
statements,editorial annotation,item,MCVLnYka,espressivo,
statements,provenance,item,FDCuefHz,Bavarian State Library,
statements,keyword,item,FSduWvy5,early music,
statements,keyword,item,cRanApmp,parody mass,
statements,keyword,item,MEjPi9ot,choral music,
statements,keyword,item,jTMjFsDj,Cecilian Movement,
statements,keyword,item,eCYL2PkE,liturgical music,
statements,keyword,item,oQTyk8An,mass,
statements,instrumentation,item,KJkThvsq,voice,
statements,instrumentation,item,5yLc7bQJ,choir,
statements,musical work,item,aTKNEpg3,Missa super Beatus qui intelligit,
statements,agent,statement,Azq4wwdm,Johann Matthias Heberle,GBgJfRbK|62eKJkdm|1854
statements,agent,statement,eKcQqbhz,Johann Gottfried Ferrenberg,45qo3Fj3||
statements,agent,statement,AZL2k82C,Orlande de Lassus,fkHJwpoD||
statements,role,item,GBgJfRbK,publishing company,
statements,role,item,45qo3Fj3,music editor,
statements,role,item,fkHJwpoD,composer,
statements,place,item,62eKJkdm,Köln,
