category,faam_property,type,value,label,qualifiers
metadata,label,string,Princesse d'Auberge: lied de Reinilde: pour mezzo-soprano,,
metadata,description,string,,,
metadata,nodegoat_id,id,16002628,,
metadata,FAAM manifestation ID,id,KCA-030902269767,,
metadata,call number,string,MM-ZL-BLOCK-herberg-1,,
metadata,score format,item,ktjyHrtb,Full Score,
metadata,score complexity,item,iTQMfTAE,Mechanical print,
statements,date,date,1897,,
statements,editorial annotation,item,J6ERsasy,metronome mark,
statements,editorial annotation,item,MCVLnYka,espressivo,
statements,editorial annotation,item,NsEoE4RP,musical expression,
statements,editorial annotation,item,Di2mC26w,engage pedal,
statements,editorial annotation,item,NFazQXR2,release pedal,
statements,editorial annotation,item,RePdmToB,breath mark,
statements,editorial annotation,item,EwvUCZK4,portamento,
statements,editorial annotation,item,WuWcWk4u,ritenuto,
statements,handwritten annotation,item,eHYWo9ba,translation,
statements,handwritten annotation,item,5fpte3tE,vertical break,
statements,handwritten annotation,item,YWfofDz3,bounding,
statements,handwritten annotation,item,9dz9ydpz,legato,
statements,provenance,item,6vrn9seu,Royal Conservatory of Antwerp,
statements,keyword,item,2tRZBihu,song,
statements,keyword,item,MaWnCnVw,arrangement,
statements,keyword,item,M9HRWrxt,reduction,
statements,keyword,item,hxYumS2J,opera,
statements,keyword,item,HwcYgL5C,salon music,
statements,instrumentation,item,GoXpNrsh,piano,
statements,instrumentation,item,KJkThvsq,voice,
statements,musical work,item,iDr4o25a,De Herbergprinses,
statements,agent,statement,MGWwFDSr,Jan Blockx,fkHJwpoD||
statements,agent,statement,MtU2oARp,Heugel,GBgJfRbK|GDeKaNeC|1897
statements,agent,statement,3NyookEG,Anonymous,GoiPpGap||
statements,role,item,fkHJwpoD,composer,
statements,role,item,GBgJfRbK,publishing company,
statements,role,item,GoiPpGap,performing artist,
statements,place,item,GDeKaNeC,Laboratoire de Chimie des Processus Biologiques,
