category,faam_property,type,value,label,qualifiers
metadata,label,string,Ivanhoe: N.7 Romance de Rebecca: Pour Mezzo Soprano: (Longtempts brisé),,
metadata,description,string,,,
metadata,nodegoat_id,id,15992657,,
metadata,FAAM manifestation ID,id,KCG-000322330,,
metadata,call number,string,II 12542,,
metadata,score format,item,ktjyHrtb,Full Score,
metadata,score complexity,item,iTQMfTAE,Mechanical print,
statements,editorial annotation,item,NsEoE4RP,musical expression,
statements,editorial annotation,item,J6ERsasy,metronome mark,
statements,editorial annotation,item,WtvibJFF,accent,
statements,editorial annotation,item,3ts8CrNB,musical phrasing,
statements,editorial annotation,item,QJ92QxQv,staccato,
statements,editorial annotation,item,ULbwT6u4,dolce,
statements,editorial annotation,item,WuWcWk4u,ritenuto,
statements,editorial annotation,item,AeKhRWCB,tempo primo,
statements,editorial annotation,item,B7WuhvkL,fermata,
statements,editorial annotation,item,4PAdXGNC,alternative melody,
statements,handwritten annotation,item,jCuFYGDc,ink stamp,
statements,provenance,item,hQcqj8e8,Royal Conservatory of Ghent,
statements,keyword,item,hxYumS2J,opera,
statements,keyword,item,BZa5CHMu,medievalism,
statements,keyword,item,fQLeQtvy,song cycle,
statements,instrumentation,item,KJkThvsq,voice,
statements,instrumentation,item,GoXpNrsh,piano,
statements,instrumentation,item,AazD6R5i,mezzo-soprano,
statements,musical work,item,7BoEeybg,Walter Scott lyrique,
statements,agent,statement,PEXAkqP3,Giuseppe Concone,fkHJwpoD||
statements,agent,statement,SkFaaC3R,Edouard Bélanger,ipShXcQo||
statements,role,item,fkHJwpoD,composer,
statements,role,item,ipShXcQo,librettist,
