category,faam_property,type,value,label,qualifiers
metadata,label,string,"Quatre études, op. 2",,
metadata,description,string,,,
metadata,nodegoat_id,id,15992701,,
metadata,FAAM manifestation ID,id,KCA-030904303523,,
metadata,call number,string,UM-TP-STRAV-studi7-1/2/3/4,,
metadata,score format,item,mrQyCLJX,Polyphonic Parts,
metadata,score complexity,item,iTQMfTAE,Mechanical print,
statements,editorial annotation,item,6cyBEJLr,fingering,
statements,editorial annotation,item,J6ERsasy,metronome mark,
statements,editorial annotation,item,3ts8CrNB,musical phrasing,
statements,editorial annotation,item,QJ92QxQv,staccato,
statements,handwritten annotation,item,6cyBEJLr,fingering,
statements,handwritten annotation,item,XutP4SZN,chronometry,
statements,provenance,item,6vrn9seu,Royal Conservatory of Antwerp,
statements,related item,item,8WujiGFF,"Quatre études, op. 2",
statements,related item,item,8kRhCpGb,"Quatre études, op. 2",
statements,keyword,item,CmqENXaQ,étude,
statements,instrumentation,item,GoXpNrsh,piano,
statements,musical work,item,bGwYCBeK,"Quatre études, Op. 7",
statements,agent,statement,nKP9cAbn,Igor Stravinsky,fkHJwpoD||
statements,agent,statement,VbBQFWxA,"Anton J. Benjamin / Hans C. Sikorski KG, Leipzig",GBgJfRbK|GKcJxAtt|
statements,agent,statement,CT372LTH,Marinus de Jong,GoiPpGap||
statements,role,item,fkHJwpoD,composer,
statements,role,item,GBgJfRbK,publishing company,
statements,role,item,GoiPpGap,performing artist,
statements,place,item,GKcJxAtt,Leipzig,
