category,faam_property,type,value,label,qualifiers
metadata,label,string,Emilie,,
metadata,description,string,,,
metadata,nodegoat_id,id,16005409,,
metadata,FAAM manifestation ID,id,ORP-20143702p27,,
metadata,call number,string,KTS1 H.11.map.004,,
metadata,score format,item,mrQyCLJX,Polyphonic Parts,
metadata,score complexity,item,iTQMfTAE,Mechanical print,
statements,date,date,11-1855,,
statements,provenance,item,TrYWxDhL,Orpheus Institute,
statements,keyword,item,RHxmTGG2,dance music,
statements,instrumentation,item,GoXpNrsh,piano,
statements,agent,statement,M6xogeP4,Gustave de Revel,fkHJwpoD||
statements,agent,statement,PZe8c2A5,Journal des Demoiselles,GBgJfRbK|GDeKaNeC|11-1855
statements,role,item,fkHJwpoD,composer,
statements,role,item,GBgJfRbK,publishing company,
statements,place,item,GDeKaNeC,Laboratoire de Chimie des Processus Biologiques,
