category,faam_property,type,value,label,qualifiers
metadata,label,string,Méthode de chant,,
metadata,description,string,,,
metadata,nodegoat_id,id,16004109,,
metadata,FAAM manifestation ID,id,BNF-428941994,,
metadata,call number,string,VM8 A-48,,
metadata,score format,item,ifXZogMQ,Music Treatise,
metadata,score complexity,item,iTQMfTAE,Mechanical print,
statements,note,html,Signature by G. Duprez dated 8 May 1838,,
statements,editorial annotation,item,VMA2AmEN,performance practice,
statements,editorial annotation,item,WtvibJFF,accent,
statements,editorial annotation,item,3ts8CrNB,musical phrasing,
statements,editorial annotation,item,A4NPbBsi,ornament,
statements,editorial annotation,item,TN2gP3Pq,Messa di voce,
statements,editorial annotation,item,eviEKifd,dynamic,
statements,editorial annotation,item,DqMNcjpW,trill,
statements,editorial annotation,item,WT9AcUBt,tempo,
statements,editorial annotation,item,WuWcWk4u,ritenuto,
statements,editorial annotation,item,NsEoE4RP,musical expression,
statements,editorial annotation,item,mQvT2Zdb,sostenuto,
statements,editorial annotation,item,UDva945b,crescendo,
statements,editorial annotation,item,e9t5BdLA,decrescendo,
statements,editorial annotation,item,iWuVLJam,rallentando,
statements,editorial annotation,item,AeKhRWCB,tempo primo,
statements,editorial annotation,item,byLEfakR,marcato,
statements,editorial annotation,item,YRq3pSH7,cadenza,
statements,handwritten annotation,item,EgH6igGS,signature,
statements,handwritten annotation,item,DS9HvPwY,point in time,
statements,provenance,item,Y7xwGJo8,Bibliothèque nationale de France,
statements,keyword,item,Sdw2foGQ,music theory,
statements,keyword,item,Vm5DPnGE,vocal pedagogy,
statements,keyword,item,9farY66Z,music education,
statements,instrumentation,item,KJkThvsq,voice,
statements,instrumentation,item,GoXpNrsh,piano,
statements,agent,statement,hWRBKsLc,Bernard Latte,GBgJfRbK|GDeKaNeC|
statements,role,item,GBgJfRbK,publishing company,
statements,role,item,fkHJwpoD,composer,
statements,place,item,GDeKaNeC,Laboratoire de Chimie des Processus Biologiques,
