category,faam_property,type,value,base_url,label
metadata,label,string,trill,,
metadata,description,string,"musical ornament consisting of a rapid alternation between two adjacent notes, usually a semitone or tone apart",,
metadata,aliases,string,shake,,
metadata,aliases,string,trill,,
metadata,qid,externalid,Q75859,http://wwww.wikidata.org/entity/,
metadata,nodegoat_id,id,15992164,,
statements,subclass of,item,93GDD9ND,,ornament
statements,instance of,item,fxtj72S3,,musical notation
statements,instance of,item,6m3ZbnrF,,musical technique
statements,musical parameter,item,2kxvrpzm,,pitch
statements,musical parameter,item,R9hADWGS,,duration
statements,used by,item,oMERLdSN,,performer
