category,faam_property,type,value,label,qualifiers
metadata,label,string,"2me. Quintette ou Sextuor : pour deux Violons, deux Altos, Violoncelle et Contrebasse (ad libitum) : Op. 51",,
metadata,description,string,,,
metadata,nodegoat_id,id,15992600,,
metadata,FAAM manifestation ID,id,KCG-000356465,,
metadata,call number,string,DS-1125,,
metadata,score format,item,g5WgfTuF,Parts,
metadata,score complexity,item,iTQMfTAE,Mechanical print,
statements,note,html,Only violin part.,,
statements,provenance,item,hQcqj8e8,Royal Conservatory of Ghent,
statements,keyword,item,6kwYh3HH,chamber music,
statements,keyword,item,HwcYgL5C,salon music,
statements,instrumentation,item,VZE4bgeN,violin,
statements,musical work,item,XSg73hGN,"String Quintet No.2, Op.51",
statements,agent,statement,3NyookEG,Anonymous,GoiPpGap|8LdweD7c|
statements,agent,statement,G354MBUZ,Chabal,GBgJfRbK|GDeKaNeC|
statements,agent,statement,YdWwzL5r,Carl Czerny,fkHJwpoD||
statements,agent,statement,dqzZNPaF,Royal Conservatory of Ghent,NgFpoygv|8LdweD7c|
statements,agent,statement,dqzZNPaF,Royal Conservatory of Ghent,NgFpoygv|8LdweD7c|
statements,agent,statement,dqzZNPaF,Royal Conservatory of Ghent,NgFpoygv|8LdweD7c|
statements,agent,statement,dqzZNPaF,Royal Conservatory of Ghent,NgFpoygv|8LdweD7c|
statements,role,item,fkHJwpoD,composer,
statements,role,item,GoiPpGap,performing artist,
statements,role,item,GBgJfRbK,publishing company,
statements,role,item,fkHJwpoD,composer,
statements,role,item,NgFpoygv,scholar,
statements,role,item,NgFpoygv,scholar,
statements,role,item,NgFpoygv,scholar,
statements,role,item,NgFpoygv,scholar,
statements,place,item,8LdweD7c,Ghent,
statements,place,item,GDeKaNeC,Laboratoire de Chimie des Processus Biologiques,
statements,place,item,8LdweD7c,Ghent,
statements,place,item,8LdweD7c,Ghent,
statements,place,item,8LdweD7c,Ghent,
statements,place,item,8LdweD7c,Ghent,
