category,faam_property,type,value,base_url,label
metadata,label,string,Regina coeli,,
metadata,description,string,,,
metadata,aliases,string,,,
metadata,qid,externalid,,http://wwww.wikidata.org/entity/,
metadata,nodegoat_id,id,16005204,,
statements,IMSLP ID,externalid,"Regina Coeli (Lotti, Antonio)",https://imslp.org/wiki/,
statements,CPDL ID,externalid,Regina_coeli_(Antonio_Lotti),https://www.cpdl.org/wiki/index.php/,
statements,form of creative work,item,7UGJWsQF,,Marian hymn
statements,form of creative work,item,ik3NwdWW,,motet
statements,creator,item,kGtx9MnB,,Antonio Lotti
statements,adapted by,item,Y37RQzq9,,Stephan Lück
