category,faam_property,type,value,base_url,label
metadata,label,string,Marseille,,
metadata,description,string,"French commune in Bouches-du-Rhône, Provence-Alpes-Côte d'Azur; the second largest city of France",,
metadata,aliases,string,Massaliotes,,
metadata,aliases,string,Massalia,,
metadata,aliases,string,Marsailles,,
metadata,aliases,string,Marseilles,,
metadata,aliases,string,Marsielles,,
metadata,aliases,string,Marsielle,,
metadata,aliases,string,City of Marseille,,
metadata,aliases,string,Marsaille,,
metadata,aliases,string,Marsiglia,,
metadata,aliases,string,"Marseille, France",,
metadata,aliases,string,Marseille City,,
metadata,qid,externalid,Q23482,http://wwww.wikidata.org/entity/,
metadata,nodegoat_id,id,0,,
statements,GeoNames ID,externalid,2995469,https://www.geonames.org/,
statements,country,item,BJqUa5Kf,,France
