category,faam_property,type,value,label,qualifiers
metadata,label,string,In honorem Coredemptricis Generis Humani. 1. Magnificat (ad 2 voc. aeq. et org.). 2. Stabat Mater (ad 3 voc. aeq. et org.). Op. 113 & 114,,
metadata,description,string,,,
metadata,nodegoat_id,id,16005668,,
metadata,FAAM manifestation ID,id,DPF-202502017,,
metadata,call number,string,ms-1933-02,,
metadata,score format,item,ktjyHrtb,Full Score,
metadata,score complexity,item,iTQMfTAE,Mechanical print,
statements,note,html,Supplementum ad periodicum MUSICA SACRA Junii 1933 (No. 2).,,
statements,date,date,06-1933,,
statements,editorial annotation,item,WT9AcUBt,tempo,
statements,editorial annotation,item,J6ERsasy,metronome mark,
statements,editorial annotation,item,WtvibJFF,accent,
statements,editorial annotation,item,UDva945b,crescendo,
statements,editorial annotation,item,eviEKifd,dynamic,
statements,editorial annotation,item,kmMxdth8,bar number,
statements,editorial annotation,item,WuWcWk4u,ritenuto,
statements,editorial annotation,item,AeKhRWCB,tempo primo,
statements,editorial annotation,item,2iBnpzus,stringendo,
statements,editorial annotation,item,gSHSbZQr,instrument call,
statements,editorial annotation,item,NsEoE4RP,musical expression,
statements,provenance,item,T7T22EAb,private collection,
statements,related item,item,dhLrBjLH,Stabat Mater,
statements,keyword,item,7U54uqaV,period composition,
statements,keyword,item,jTMjFsDj,Cecilian Movement,
statements,keyword,item,eCYL2PkE,liturgical music,
statements,keyword,item,Z5LXHFLR,motet,
statements,keyword,item,8PrAXxyX,Magnificat,
statements,instrumentation,item,5yLc7bQJ,choir,
statements,instrumentation,item,KJkThvsq,voice,
statements,instrumentation,item,RXg4snEH,organ,
statements,agent,statement,bG5mXun5,Jean-Marie Plum,fkHJwpoD||
statements,agent,statement,ABZnoc4f,Éditions Desclée de Brouwer,GBgJfRbK|PKMmukjk|06-1933
statements,agent,statement,CbtAbQDg,Florian Heyerick,NgFpoygv||
statements,agent,statement,mVxsH3Ph,Musica Sacra: tijdschrift voor kerkzang en gewijde muziek,GBgJfRbK|PKMmukjk|
statements,agent,statement,mVxsH3Ph,Musica Sacra: tijdschrift voor kerkzang en gewijde muziek,GBgJfRbK|PKMmukjk|
statements,agent,statement,mVxsH3Ph,Musica Sacra: tijdschrift voor kerkzang en gewijde muziek,GBgJfRbK|PKMmukjk|
statements,role,item,fkHJwpoD,composer,
statements,role,item,GBgJfRbK,publishing company,
statements,role,item,NgFpoygv,scholar,
statements,role,item,GBgJfRbK,publishing company,
statements,role,item,GBgJfRbK,publishing company,
statements,role,item,GBgJfRbK,publishing company,
statements,place,item,PKMmukjk,Bruges,
statements,place,item,PKMmukjk,Bruges,
statements,place,item,PKMmukjk,Bruges,
statements,place,item,PKMmukjk,Bruges,
