category,faam_property,type,value,base_url,label,qualifiers
metadata,label,string,Nocturne : pour piano,,,
metadata,description,string,,,,
metadata,qid,externalid,,http://wwww.wikidata.org/entity/,,
metadata,nodegoat_id,id,15992392,,,
metadata,FAAM manifestation ID,id,KCA-030901436383,,,
metadata,call number,string,MM-TP-GILSO-noctu-1,,,
metadata,score format,item,ZQLNVHnN,,Polyphonic Parts,
metadata,score complexity,item,WJHHh56W,,Mechanical print,
statements,editorial annotation,item,EqtAuzbH,,metronome mark,
statements,editorial annotation,item,D6RjeTWv,,musical expression,
statements,editorial annotation,item,GpNEm7nw,,engage pedal,
statements,editorial annotation,item,eJhxFoas,,marcato,
statements,editorial annotation,item,NxRMTXgV,,una corda,
statements,editorial annotation,item,QyAptNqX,,ritardando,
statements,handwritten annotation,item,gb6MiJbD,,ink stamp,
statements,handwritten annotation,item,hChNthvw,,date,
statements,handwritten annotation,item,D6RjeTWv,,musical expression,
statements,handwritten annotation,item,2qoBxv5j,,performance practice,
statements,handwritten annotation,item,Jx8FMpyt,,brackets,
statements,handwritten annotation,item,aAsRZoVk,,breath mark,
statements,handwritten annotation,item,eNyFmkHC,,fingering,
statements,handwritten annotation,item,PprjdkHE,,vertical break,
statements,handwritten annotation,item,8N6k5W5i,,accidental,
statements,handwritten annotation,item,UJ57Ew5y,,musical phrasing,
statements,handwritten annotation,item,eSzqVmee,,crescendo,
statements,handwritten annotation,item,gaLrAUbu,,deletion,
statements,handwritten annotation,item,6fQyHcwz,,accent,
statements,handwritten annotation,item,QeqFpJLJ,,underline,
statements,handwritten annotation,item,4bLsvwPs,,clef,
statements,handwritten annotation,item,TLaaNgbw,,chronometry,
statements,provenance,item,2C9Fy8H6,,Heritage Library Royal Conservatoire Antwerp,
statements,related item,item,TLaaNgbw,,chronometry,
statements,related item,item,hChNthvw,,date,
statements,keyword,item,YsZjAKhZ,,nocturne,
statements,instrumentation,item,PyGNLcfw,,piano,
statements,agent,statement,n3iBdnNB,,Paul Gilson,YvQmwaaW||
statements,agent,statement,DDH7fEFM,,Anonymous,oMERLdSN||22-03-1944
statements,agent,statement,EC8Qvka3,,Alwin Cranz,7tdgMgre|4g8XzGFP|
