category,faam_property,type,value,label,qualifiers
metadata,label,string,Variations : sur le trio favori Du Pré aux Clercs : voor piano enOrchestra : Opus 76.,,
metadata,description,string,,,
metadata,nodegoat_id,id,15992586,,
metadata,FAAM manifestation ID,id,KCG-000349274,,
metadata,call number,string,II9782,,
metadata,score format,item,g5WgfTuF,Parts,
metadata,score complexity,item,iTQMfTAE,Mechanical print,
statements,date,date,1837,,
statements,editorial annotation,item,WT9AcUBt,tempo,
statements,editorial annotation,item,gSHSbZQr,instrument call,
statements,editorial annotation,item,WtvibJFF,accent,
statements,editorial annotation,item,UDva945b,crescendo,
statements,editorial annotation,item,e9t5BdLA,decrescendo,
statements,editorial annotation,item,c5cZmF37,decrescendo,
statements,editorial annotation,item,Rg6UtZ34,ritardando,
statements,editorial annotation,item,AeKhRWCB,tempo primo,
statements,handwritten annotation,item,K9MgTT3J,cut,
statements,handwritten annotation,item,SnxsnGvi,deletion,
statements,handwritten annotation,item,jCuFYGDc,ink stamp,
statements,provenance,item,hQcqj8e8,Royal Conservatory of Ghent,
statements,keyword,item,U5dHgcL4,theme and variation,
statements,keyword,item,hxYumS2J,opera,
statements,keyword,item,MaWnCnVw,arrangement,
statements,instrumentation,item,g7hgtzmM,orchestra,
statements,musical work,item,fSR8RnuW,Le pré aux clercs,
statements,agent,statement,CyHtJEjR,Henri Herz,fkHJwpoD||
statements,agent,statement,3NyookEG,Anonymous,GoiPpGap||1837
statements,agent,statement,S3La3UWp,Ferdinand Hérold,fkHJwpoD||
statements,agent,statement,dqzZNPaF,Royal Conservatory of Ghent,NgFpoygv|8LdweD7c|
statements,agent,statement,dqzZNPaF,Royal Conservatory of Ghent,NgFpoygv|8LdweD7c|
statements,agent,statement,dqzZNPaF,Royal Conservatory of Ghent,NgFpoygv|8LdweD7c|
statements,role,item,fkHJwpoD,composer,
statements,role,item,GoiPpGap,performing artist,
statements,role,item,fkHJwpoD,composer,
statements,role,item,NgFpoygv,scholar,
statements,role,item,NgFpoygv,scholar,
statements,role,item,NgFpoygv,scholar,
statements,place,item,8LdweD7c,Ghent,
statements,place,item,8LdweD7c,Ghent,
statements,place,item,8LdweD7c,Ghent,
