category,faam_property,type,value,label,qualifiers
metadata,label,string,"15 dreistimmige Inventionen : für Violine, Viola (oder Violine II) und Violoncell mit Stricharten und Fingersatz versehen und als Unterrichtsmaterial für das Zusammenspiel",,
metadata,description,string,,,
metadata,nodegoat_id,id,15992688,,
metadata,FAAM manifestation ID,id,KCG-000332135,,
metadata,call number,string,DS-503,,
metadata,score format,item,g5WgfTuF,Parts,
metadata,score complexity,item,iTQMfTAE,Mechanical print,
statements,editorial annotation,item,HXG9NWiG,bowing,
statements,editorial annotation,item,J6ERsasy,metronome mark,
statements,editorial annotation,item,WT9AcUBt,tempo,
statements,editorial annotation,item,UDva945b,crescendo,
statements,editorial annotation,item,CPJ2a2C2,articulation,
statements,editorial annotation,item,6cyBEJLr,fingering,
statements,editorial annotation,item,e9t5BdLA,decrescendo,
statements,editorial annotation,item,eviEKifd,dynamic,
statements,editorial annotation,item,bsgSL8K5,Rehearsal letter,
statements,editorial annotation,item,JP7dGRme,mordent,
statements,editorial annotation,item,c5cZmF37,decrescendo,
statements,editorial annotation,item,DqMNcjpW,trill,
statements,editorial annotation,item,WtvibJFF,accent,
statements,provenance,item,hQcqj8e8,Royal Conservatory of Ghent,
statements,keyword,item,FSduWvy5,early music,
statements,keyword,item,MaWnCnVw,arrangement,
statements,keyword,item,QFnkBYdA,string music,
statements,keyword,item,dptbXED5,invention,
statements,keyword,item,9farY66Z,music education,
statements,instrumentation,item,VZE4bgeN,violin,
statements,instrumentation,item,WsKgSBQG,viola,
statements,instrumentation,item,4oyT6BBG,cello,
statements,musical work,item,ZX6L2VBm,"15 Inventions, BWV 772-786",
statements,agent,statement,oJV7Jiqq,"Fr. Kistner & C. F. W. Siegel, Musikverlag und Sortiment",GBgJfRbK|GKcJxAtt|
statements,agent,statement,QhRQ5LW9,Johann Sebastian Bach,fkHJwpoD||
statements,agent,statement,YtBN8sk5,Richard Hofmann,fkHJwpoD||
statements,role,item,GBgJfRbK,publishing company,
statements,role,item,fkHJwpoD,composer,
statements,role,item,fkHJwpoD,composer,
statements,place,item,GKcJxAtt,Leipzig,
