category,faam_property,type,value,base_url
metadata,label,string,French Third Republic,
metadata,description,string,nation of France from 1870 to 1940,
metadata,aliases,string,La Troisième République,
metadata,aliases,string,La IIIe République,
metadata,aliases,string,La Troisieme Republique,
metadata,aliases,string,La IIIe Republique,
metadata,aliases,string,Third Republic of France,
metadata,aliases,string,French Republic,
metadata,aliases,string,Third French Republic,
metadata,aliases,string,French Third Republic,
metadata,qid,externalid,Q70802,http://wwww.wikidata.org/entity/
metadata,nodegoat_id,id,15997632,
