category,faam_property,type,value,base_url,label,qualifiers
metadata,label,string,Sérénade,,,
metadata,description,string,,,,
metadata,qid,externalid,,http://wwww.wikidata.org/entity/,,
metadata,nodegoat_id,id,16005518,,,
metadata,FAAM manifestation ID,id,ORP-20143988p15,,,
metadata,call number,string,KTS1 H.11.map.008,,,
metadata,score format,item,ZQLNVHnN,,Polyphonic Parts,
metadata,score complexity,item,WJHHh56W,,Mechanical print,
statements,note,html,"L'Illustration, N. 3190
L'Illustration, N. 3190",,,
statements,provenance,item,U7DY6oXy,,Orpheus Institute,
statements,keyword,item,hcZB9haW,,serenade,
statements,instrumentation,item,PyGNLcfw,,piano,
statements,agent,statement,b4BzWFzE,,George Aitken,YvQmwaaW||
statements,agent,statement,9JZUardt,,L'Illustration,7tdgMgre|dtkJhYLf|
statements,agent,statement,9JZUardt,,L'Illustration,7tdgMgre|dtkJhYLf|16-04-1904
