category,faam_property,type,value,base_url
metadata,label,string,music organization,
metadata,label,string,music organization,
metadata,description,string,,
metadata,description,string,type of organization linked with music,
metadata,id,id,SBWx3F56,
metadata,nodegoat_id,id,15990585,
metadata,qid,externalid,Q32178211,http://wwww.wikidata.org/entity/
metadata,aliases,string,musical organisation,
metadata,aliases,string,music organisation,
metadata,aliases,string,organization in music,
metadata,aliases,string,organization (music),
metadata,aliases,string,organisation in music,
metadata,aliases,string,organisation (music),
metadata,aliases,string,musical organization,
metadata,aliases,string,music organization,
