category,faam_property,type,value,label,qualifiers,base_url
metadata,label,string,,,,
metadata,label,string,Etudes: pour piano préparatoires à la polyphonie,,,
metadata,description,string,,,,
metadata,id,id,YDkqBpGC,,,
metadata,nodegoat_id,id,15992260,,,
metadata,FAAM manifestation ID,id,KCA-030902518254,,,
metadata,call number,string,MM-DUBP-ABSIL-etudes-1,,,
metadata,score format,item,mrQyCLJX,,,
metadata,score complexity,item,iTQMfTAE,,,
statements,date,date,1961,,,
statements,date,date,,,,
statements,handwritten annotation,item,8Ki8U5U4,underline,,
statements,handwritten annotation,item,YWfofDz3,,,
statements,handwritten annotation,item,CPJ2a2C2,articulation,,
statements,handwritten annotation,item,3ts8CrNB,musical phrasing,,
statements,handwritten annotation,item,6cyBEJLr,fingering,,
statements,handwritten annotation,item,Wpq9sxzm,solmization,,
statements,handwritten annotation,item,WFgzwULr,,,
statements,handwritten annotation,item,RePdmToB,breath mark,,
statements,handwritten annotation,item,5fpte3tE,,,
statements,provenance,item,6vrn9seu,Royal Conservatory of Antwerp,,
statements,related item,item,,,,
statements,keyword,item,CmqENXaQ,étude,,
statements,keyword,item,2FVr93JH,solo,,
statements,keyword,item,9farY66Z,music education,,
statements,instrumentation,item,GoXpNrsh,piano,,
statements,agent,statement,3FcM8AG9,,fkHJwpoD||1961,
statements,agent,statement,3NyookEG,,GoiPpGap||,
statements,agent,statement,,,||,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,GoiPpGap,performing artist,,
statements,role,item,,,,
statements,place,item,,,,
statements,place,item,,,,
resources,thumb,image,KCA-030902518254.gif,,,../assets/images/thumbs/
