category,faam_property,type,value,base_url,label
metadata,label,string,"Ich hatte viel Bekümmernis, BWV 21",,
metadata,label,string,"Ich hatte viel Bekümmernis, BWV 21",,
metadata,description,string,,,
metadata,description,string,church cantata by Johann Sebastian Bach,,
metadata,id,id,EvHbWR9c,,
metadata,nodegoat_id,id,16004345,,
metadata,aliases,string,"Ich hatte viel Bekümmernis, BWV 21",,
metadata,qid,externalid,Q1443715,http://wwww.wikidata.org/entity/,
statements,IMSLP ID,externalid,"Ich hatte viel Bekümmernis, BWV 21 (Bach, Johann Sebastian)",https://imslp.org/wiki/,
statements,VIAF ID,externalid,184337580,https://viaf.org/viaf/,
statements,form of creative work,item,Gz3LUkC5,,church cantata
statements,creator,item,QhRQ5LW9,,Johann Sebastian Bach
statements,adapted by,item,D3Vekn6E,,Robert Franz
