category,faam_property,type,value,label,qualifiers,base_url
metadata,label,string,,,,
metadata,label,string,Ouverture d'Iphigenie [en Aulide] : Arrangée pour clavecin ou forte-piano,,,
metadata,description,string,,,,
metadata,id,id,jBbcDzfH,,,
metadata,nodegoat_id,id,15992754,,,
metadata,FAAM manifestation ID,id,ORP-26137450b,,,
metadata,call number,string,KTS1 C1.40 26E22b,,,
metadata,score format,item,mrQyCLJX,,,
metadata,score complexity,item,iTQMfTAE,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,editorial annotation,item,XcbZ7gWN,tremolo,,
statements,editorial annotation,item,NefNH6k2,Volti subito,,
statements,editorial annotation,item,eviEKifd,dynamic,,
statements,editorial annotation,item,9dz9ydpz,legato,,
statements,handwritten annotation,item,4PAdXGNC,,,
statements,provenance,item,TrYWxDhL,Orpheus Institute,,
statements,related item,item,,,,
statements,keyword,item,MaWnCnVw,arrangement,,
statements,keyword,item,hxYumS2J,opera,,
statements,keyword,item,HwcYgL5C,salon music,,
statements,keyword,item,NjSVdz7G,romance,,
statements,keyword,item,FHTHb7Dq,overture,,
statements,instrumentation,item,KpADqoUN,fortepiano,,
statements,instrumentation,item,YmTjo9Ww,harpsichord,,
statements,musical work,item,cMtvTYhd,Iphigénie en Tauride,,
statements,agent,statement,3NyookEG,,GoiPpGap||,
statements,agent,statement,9bDAzDtP,,fkHJwpoD||,
statements,agent,statement,ZaCAV9bn,,fkHJwpoD||,
statements,agent,statement,CMf24UVw,,GBgJfRbK|GDeKaNeC|,
statements,agent,statement,,,||,
statements,agent,statement,,,||,
statements,role,item,GoiPpGap,performing artist,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,GBgJfRbK,publishing company,,
statements,role,item,,,,
statements,role,item,,,,
statements,place,item,GDeKaNeC,Laboratoire de Chimie des Processus Biologiques,,
statements,place,item,,,,
statements,place,item,,,,
statements,place,item,,,,
resources,thumb,image,ORP-26137450b.gif,,,../assets/images/thumbs/
