category,faam_property,type,value,label,qualifiers,base_url
metadata,label,string,,,,
metadata,label,string,Bouquet d'Ailes,,,
metadata,description,string,,,,
metadata,id,id,Axn5kPG6,,,
metadata,nodegoat_id,id,16005521,,,
metadata,FAAM manifestation ID,id,ORP-20143988p18,,,
metadata,call number,string,KTS1 H.11.map.008,,,
metadata,score format,item,ktjyHrtb,,,
metadata,score complexity,item,iTQMfTAE,,,
statements,note,html,"L'Illustration, N. 3197
L'Illustration, N. 3197",,,
statements,date,date,,,,
statements,date,date,04-06-1904,,,
statements,provenance,item,TrYWxDhL,Orpheus Institute,,
statements,related item,item,,,,
statements,keyword,item,HwinuQRS,song,,
statements,instrumentation,item,GoXpNrsh,piano,,
statements,instrumentation,item,KJkThvsq,voice,,
statements,agent,statement,TT9UbhU6,,fkHJwpoD||,
statements,agent,statement,TT9UbhU6,,fkHJwpoD||,
statements,agent,statement,Ui7C9eZU,,GBgJfRbK|GDeKaNeC|,
statements,agent,statement,Ui7C9eZU,,GBgJfRbK|GDeKaNeC|04-06-1904,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,GBgJfRbK,publishing company,,
statements,role,item,GBgJfRbK,publishing company,,
statements,place,item,,,,
statements,place,item,GDeKaNeC,Laboratoire de Chimie des Processus Biologiques,,
statements,place,item,GDeKaNeC,Laboratoire de Chimie des Processus Biologiques,,
resources,thumb,image,ORP-20143988p18.gif,,,../assets/images/thumbs/
