category,faam_property,type,value,label,qualifiers,base_url
metadata,label,string,,,,
metadata,label,string,Introduction a l'exécution du chant Grégorien d'après les principes des Bénédictins de Solesmes,,,
metadata,description,string,,,,
metadata,id,id,ixrUD8yU,,,
metadata,nodegoat_id,id,15992716,,,
metadata,FAAM manifestation ID,id,KCA-KGR127262,,,
metadata,call number,string,KGR,,,
metadata,score format,item,ifXZogMQ,,,
metadata,score complexity,item,iTQMfTAE,,,
statements,date,date,1904,,,
statements,date,date,,,,
statements,editorial annotation,item,VMA2AmEN,performance practice,,
statements,provenance,item,6vrn9seu,Royal Conservatory of Antwerp,,
statements,related item,item,,,,
statements,keyword,item,FSduWvy5,early music,,
statements,keyword,item,MW5L3Qft,Gregorian chant,,
statements,keyword,item,NWa3Za2Y,plainsong,,
statements,keyword,item,Sdw2foGQ,music theory,,
statements,keyword,item,M5GjRkvW,neume,,
statements,keyword,item,jArGUTgq,historically informed performance,,
statements,instrumentation,item,KJkThvsq,voice,,
statements,agent,statement,ABZnoc4f,,GBgJfRbK|3CH4Jm7e|1904,
statements,agent,statement,P4xPTchF,,fkHJwpoD||,
statements,agent,statement,,,||,
statements,role,item,GBgJfRbK,publishing company,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,,,,
statements,place,item,3CH4Jm7e,Tournai,,
statements,place,item,,,,
resources,thumb,image,KCA-KGR127262.gif,,,../assets/images/thumbs/
