category,faam_property,type,value,label,qualifiers,base_url
metadata,label,string,,,,
metadata,label,string,Melancholia,,,
metadata,description,string,,,,
metadata,id,id,XKunYaEf,,,
metadata,nodegoat_id,id,15992409,,,
metadata,FAAM manifestation ID,id,KCA-030904518203,,,
metadata,call number,string,MM-TP-MORTE-melanch-1,,,
metadata,score format,item,mrQyCLJX,,,
metadata,score complexity,item,iTQMfTAE,,,
statements,date,date,30-08-1919,,,
statements,date,date,1922,,,
statements,date,date,,,,
statements,editorial annotation,item,WT9AcUBt,tempo,,
statements,editorial annotation,item,RePdmToB,breath mark,,
statements,editorial annotation,item,3ts8CrNB,musical phrasing,,
statements,editorial annotation,item,eviEKifd,dynamic,,
statements,editorial annotation,item,ZdpNGGJP,arpeggio,,
statements,handwritten annotation,item,6cyBEJLr,fingering,,
statements,handwritten annotation,item,bZxRjBKt,brackets,,
statements,handwritten annotation,item,jCuFYGDc,ink stamp,,
statements,provenance,item,6vrn9seu,Royal Conservatory of Antwerp,,
statements,related item,item,,,,
statements,keyword,item,UGSpFRmF,piano music,,
statements,keyword,item,jvhZafsd,piano cycle,,
statements,keyword,item,4ZvdnZdj,programme music,,
statements,instrumentation,item,GoXpNrsh,piano,,
statements,agent,statement,3NyookEG,,GoiPpGap||,
statements,agent,statement,DDcUGWuh,,fkHJwpoD|Ba3nT5xs|30-08-1919,
statements,agent,statement,4faHo7aD,,GBgJfRbK|nAtZMFD9|1922,
statements,agent,statement,,,||,
statements,role,item,GoiPpGap,performing artist,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,GBgJfRbK,publishing company,,
statements,role,item,,,,
statements,place,item,Ba3nT5xs,Antwerp,,
statements,place,item,nAtZMFD9,New York City,,
statements,place,item,,,,
resources,thumb,image,KCA-030904518203.gif,,,../assets/images/thumbs/
