category,faam_property,type,value,label,qualifiers,base_url
metadata,label,string,,,,
metadata,label,string,Giaour : mélodie Persane,,,
metadata,description,string,,,,
metadata,id,id,7oEXe7Ys,,,
metadata,nodegoat_id,id,15996304,,,
metadata,FAAM manifestation ID,id,KCA-030904381131,,,
metadata,call number,string,MM-OO-DESME-giaour-9,,,
metadata,score format,item,mrQyCLJX,,,
metadata,score format,item,g5WgfTuF,,,
metadata,score complexity,item,iTQMfTAE,,,
statements,date,date,,,,
statements,provenance,item,6vrn9seu,Royal Conservatory of Antwerp,,
statements,related item,item,,,,
statements,keyword,item,KWVSVF8L,exoticism,,
statements,keyword,item,hCL8ZYQY,symphonic music,,
statements,keyword,item,4ZvdnZdj,programme music,,
statements,keyword,item,M9HRWrxt,reduction,,
statements,instrumentation,item,GoXpNrsh,piano,,
statements,instrumentation,item,VZE4bgeN,violin,,
statements,instrumentation,item,WsKgSBQG,viola,,
statements,instrumentation,item,4oyT6BBG,cello,,
statements,instrumentation,item,5cucf8tb,double bass,,
statements,instrumentation,item,MV3uErvy,flute,,
statements,instrumentation,item,4AUBYBXJ,clarinet,,
statements,instrumentation,item,MFQUhgoe,oboe,,
statements,instrumentation,item,GCEGkwjT,bassoon,,
statements,instrumentation,item,N3AKKugd,horn,,
statements,instrumentation,item,THzPKTSp,cornet,,
statements,instrumentation,item,L2scRLou,trombone,,
statements,instrumentation,item,VmGgcspg,cymbal,,
statements,agent,statement,FGxDvBsM,,fkHJwpoD||,
statements,role,item,fkHJwpoD,composer,,
statements,place,item,,,,
resources,thumb,image,KCA-030904381131.gif,,,../assets/images/thumbs/
