category,faam_property,type,value,label,qualifiers,base_url
metadata,label,string,,,,
metadata,label,string,"Missa ""tu es Petrus"": sex vocum",,,
metadata,description,string,,,,
metadata,id,id,UQfQMXQK,,,
metadata,nodegoat_id,id,15992788,,,
metadata,FAAM manifestation ID,id,BSB-991099181519707356,,,
metadata,call number,string,"999/Mus.958-1,4",,,
metadata,score format,item,ktjyHrtb,,,
metadata,score complexity,item,iTQMfTAE,,,
statements,date,date,1863,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,editorial annotation,item,F9XSfSvU,Musica ficta,,
statements,editorial annotation,item,aCRY7SgN,accidental,,
statements,editorial annotation,item,LiFYdNgN,comparative study,,
statements,editorial annotation,item,k4aUnbrD,comparison,,
statements,handwritten annotation,item,2Wh3HwBY,figured bass,,
statements,handwritten annotation,item,L8dDLmK7,voice leading,,
statements,provenance,item,FDCuefHz,Bavarian State Library,,
statements,related item,item,,,,
statements,keyword,item,eCYL2PkE,liturgical music,,
statements,keyword,item,oQTyk8An,mass,,
statements,keyword,item,cRanApmp,parody mass,,
statements,keyword,item,FSduWvy5,early music,,
statements,keyword,item,jTMjFsDj,Cecilian Movement,,
statements,keyword,item,MaWnCnVw,arrangement,,
statements,instrumentation,item,KJkThvsq,voice,,
statements,instrumentation,item,5yLc7bQJ,choir,,
statements,musical work,item,4r3DTmXH,Tu es Petrus,,
statements,agent,statement,hfcCTJ9G,,GBgJfRbK||1863,
statements,agent,statement,NtjxwFrn,,45qo3Fj3||,
statements,agent,statement,Ddx923Ut,,fkHJwpoD||,
statements,agent,statement,3NyookEG,,2ZAuwsSp||,
statements,agent,statement,,,||,
statements,agent,statement,,,||,
statements,role,item,GBgJfRbK,publishing company,,
statements,role,item,45qo3Fj3,music editor,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,2ZAuwsSp,conductor,,
statements,role,item,,,,
statements,role,item,,,,
statements,place,item,,,,
statements,place,item,,,,
statements,place,item,,,,
statements,place,item,,,,
resources,thumb,image,BSB-991099181519707356.gif,,,../assets/images/thumbs/
