category,faam_property,type,value,label,qualifiers,base_url
metadata,label,string,,,,
metadata,label,string,Tre Sonate per pianoforte e viola da gamba : Trascritte per pianoforte e viola,,,
metadata,description,string,,,,
metadata,id,id,TDd3uCdL,,,
metadata,nodegoat_id,id,15992679,,,
metadata,FAAM manifestation ID,id,KCG-000119533,,,
metadata,call number,string,II 17954,,,
metadata,score format,item,ktjyHrtb,,,
metadata,score format,item,g5WgfTuF,,,
metadata,score complexity,item,iTQMfTAE,,,
statements,date,date,1941,,,
statements,date,date,1922,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,editorial annotation,item,UfinksVv,ossia,,
statements,editorial annotation,item,bsgSL8K5,,,
statements,handwritten annotation,item,DS9HvPwY,point in time,,
statements,handwritten annotation,item,YWfofDz3,,,
statements,handwritten annotation,item,8Ki8U5U4,underline,,
statements,handwritten annotation,item,6cyBEJLr,fingering,,
statements,handwritten annotation,item,iWuVLJam,,,
statements,handwritten annotation,item,DqMNcjpW,trill,,
statements,handwritten annotation,item,HXG9NWiG,bowing,,
statements,handwritten annotation,item,aCRY7SgN,accidental,,
statements,handwritten annotation,item,YCgBhPNn,octave sign,,
statements,handwritten annotation,item,VMA2AmEN,performance practice,,
statements,handwritten annotation,item,JnGFsz6r,,,
statements,handwritten annotation,item,EgH6igGS,signature,,
statements,provenance,item,hQcqj8e8,Royal Conservatory of Ghent,,
statements,related item,item,,,,
statements,keyword,item,FSduWvy5,early music,,
statements,keyword,item,MaWnCnVw,arrangement,,
statements,keyword,item,E2chmtzQ,sonata,,
statements,instrumentation,item,GoXpNrsh,piano,,
statements,instrumentation,item,WsKgSBQG,viola,,
statements,musical work,item,7wGegNQj,Viola da Gamba Sonatas (BWV 1027-1029),,
statements,agent,statement,3NyookEG,,GoiPpGap||1941,
statements,agent,statement,VvXv7s6z,,GBgJfRbK||1922,
statements,agent,statement,QhRQ5LW9,,fkHJwpoD||,
statements,agent,statement,e6NfVxFd,,45qo3Fj3||,
statements,agent,statement,,,||,
statements,agent,statement,,,||,
statements,role,item,GoiPpGap,performing artist,,
statements,role,item,GBgJfRbK,publishing company,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,45qo3Fj3,music editor,,
statements,role,item,,,,
statements,role,item,,,,
statements,place,item,,,,
statements,place,item,,,,
statements,place,item,,,,
statements,place,item,,,,
resources,thumb,image,KCG-000119533.gif,,,../assets/images/thumbs/
