category,faam_property,type,value,label,qualifiers,base_url
metadata,label,string,,,,
metadata,label,string,Pastorale und Capriccio,,,
metadata,description,string,,,,
metadata,id,id,7hcxzkxa,,,
metadata,nodegoat_id,id,15992670,,,
metadata,FAAM manifestation ID,id,KCA-TP44158,,,
metadata,call number,string,TP44158,,,
metadata,score format,item,mrQyCLJX,,,
metadata,score complexity,item,iTQMfTAE,,,
statements,note,html,The sonata has been arrangend in E minor from the original key of D.,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,editorial annotation,item,4PAdXGNC,,,
statements,editorial annotation,item,6cyBEJLr,fingering,,
statements,editorial annotation,item,3WB3MVBB,Tenuto,,
statements,editorial annotation,item,3ts8CrNB,musical phrasing,,
statements,editorial annotation,item,CPJ2a2C2,articulation,,
statements,editorial annotation,item,NsEoE4RP,musical expression,,
statements,editorial annotation,item,DqMNcjpW,trill,,
statements,editorial annotation,item,WtvibJFF,accent,,
statements,editorial annotation,item,ZdpNGGJP,arpeggio,,
statements,editorial annotation,item,e9t5BdLA,decrescendo,,
statements,editorial annotation,item,UDva945b,crescendo,,
statements,editorial annotation,item,iWuVLJam,,,
statements,editorial annotation,item,A4NPbBsi,ornament,,
statements,editorial annotation,item,ULbwT6u4,dolce,,
statements,editorial annotation,item,AeKhRWCB,,,
statements,editorial annotation,item,WT9AcUBt,tempo,,
statements,editorial annotation,item,VMA2AmEN,performance practice,,
statements,editorial annotation,item,ZGMagNYo,transposition,,
statements,provenance,item,6vrn9seu,Royal Conservatory of Antwerp,,
statements,related item,item,,,,
statements,keyword,item,E2chmtzQ,sonata,,
statements,keyword,item,kSz3iRAw,piano sonata,,
statements,keyword,item,MaWnCnVw,arrangement,,
statements,keyword,item,FSduWvy5,early music,,
statements,keyword,item,A865BeAb,capriccio,,
statements,instrumentation,item,GoXpNrsh,piano,,
statements,musical work,item,bLnUjgnB,Sonata K. 9,,
statements,agent,statement,Na5pMDjZ,,fkHJwpoD||,
statements,agent,statement,GQ9LXzE7,,GBgJfRbK|GKcJxAtt|,
statements,agent,statement,L3TJBa5S,,45qo3Fj3||,
statements,agent,statement,,,||,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,GBgJfRbK,publishing company,,
statements,role,item,45qo3Fj3,music editor,,
statements,role,item,,,,
statements,place,item,GKcJxAtt,Leipzig,,
statements,place,item,,,,
statements,place,item,,,,
resources,thumb,image,KCA-TP44158.gif,,,../assets/images/thumbs/
