category,faam_property,type,value,label,qualifiers,base_url
metadata,label,string,,,,
metadata,label,string,"Quintetto : pour Flûte, Hautbois, Clarinette, Cor & Basson : Oeuvre 88 n° 6 : Nota: A défaut de hautbois, cette Partie peut s'éxécuter par une flûte avec la Patte en Ut.",,,
metadata,description,string,,,,
metadata,id,id,KkKodWYX,,,
metadata,nodegoat_id,id,15992659,,,
metadata,FAAM manifestation ID,id,KCG-000363772,,,
metadata,call number,string,DS-1396,,,
metadata,score format,item,g5WgfTuF,,,
metadata,score complexity,item,iTQMfTAE,,,
statements,date,date,,,,
statements,date,date,,,,
statements,editorial annotation,item,eviEKifd,dynamic,,
statements,editorial annotation,item,UDva945b,crescendo,,
statements,editorial annotation,item,e9t5BdLA,decrescendo,,
statements,editorial annotation,item,B7WuhvkL,fermata,,
statements,editorial annotation,item,WtvibJFF,accent,,
statements,editorial annotation,item,CPJ2a2C2,articulation,,
statements,editorial annotation,item,oPdg4LDz,slur,,
statements,handwritten annotation,item,jCuFYGDc,ink stamp,,
statements,provenance,item,hQcqj8e8,Royal Conservatory of Ghent,,
statements,related item,item,,,,
statements,keyword,item,6kwYh3HH,chamber music,,
statements,instrumentation,item,MV3uErvy,flute,,
statements,instrumentation,item,MFQUhgoe,oboe,,
statements,instrumentation,item,4AUBYBXJ,clarinet,,
statements,instrumentation,item,N3AKKugd,horn,,
statements,instrumentation,item,GCEGkwjT,bassoon,,
statements,musical work,item,i8qfx3Dz,,,
statements,agent,statement,oJGctqdB,,fkHJwpoD||,
statements,agent,statement,JEZ5AweR,,GBgJfRbK|nkxLRFG5|,
statements,agent,statement,,,||,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,GBgJfRbK,publishing company,,
statements,role,item,,,,
statements,place,item,nkxLRFG5,Mainz,,
statements,place,item,,,,
resources,thumb,image,KCG-000363772.gif,,,../assets/images/thumbs/
