category,faam_property,type,value,label,qualifiers,base_url
metadata,label,string,,,,
metadata,label,string,Passionsmusik : nach dem Evangelisten Matthäus,,,
metadata,description,string,,,,
metadata,id,id,g3cV4dVD,,,
metadata,nodegoat_id,id,16004332,,,
metadata,FAAM manifestation ID,id,BSB-991076581989707356,,,
metadata,call number,string,2 Mus.pr. 5769,,,
metadata,score format,item,ktjyHrtb,,,
metadata,score complexity,item,iTQMfTAE,,,
statements,date,date,1867,,,
statements,date,date,,,,
statements,date,date,,,,
statements,editorial annotation,item,4PAdXGNC,,,
statements,editorial annotation,item,CFKULSen,,,
statements,editorial annotation,item,FhoqCrfh,realization of figured bass,,
statements,provenance,item,FDCuefHz,Bavarian State Library,,
statements,related item,item,,,,
statements,keyword,item,FSduWvy5,early music,,
statements,keyword,item,hVVnQwSn,poem,,
statements,keyword,item,EWh47JQF,realization of figured bass,,
statements,keyword,item,QHmaK88w,oratorio,,
statements,instrumentation,item,ABS5BA5Q,soprano,,
statements,instrumentation,item,8WpBEr8m,alto,,
statements,instrumentation,item,LfjWYP98,tenor,,
statements,instrumentation,item,gXG8bjH5,bass,,
statements,instrumentation,item,5yLc7bQJ,choir,,
statements,instrumentation,item,KJkThvsq,voice,,
statements,instrumentation,item,g7hgtzmM,orchestra,,
statements,instrumentation,item,RXg4snEH,organ,,
statements,musical work,item,9mJHGjuh,St Matthew Passion,,
statements,agent,statement,QhRQ5LW9,,fkHJwpoD||,
statements,agent,statement,D3Vekn6E,,45qo3Fj3||,
statements,agent,statement,XVpibGGu,,GBgJfRbK|GKcJxAtt|1867,
statements,agent,statement,,,||,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,45qo3Fj3,music editor,,
statements,role,item,GBgJfRbK,publishing company,,
statements,role,item,,,,
statements,place,item,GKcJxAtt,Leipzig,,
statements,place,item,,,,
statements,place,item,,,,
resources,thumb,image,BSB-991076581989707356.gif,,,../assets/images/thumbs/
