category,faam_property,type,value,label,qualifiers,base_url
metadata,label,string,,,,
metadata,label,string,"Das System der großen Gesangschule des Bernacchi von Bologna : nebst klassischen, bisher ungedruckten Singübungen von Meistern aus derselben Schule",,,
metadata,description,string,,,,
metadata,id,id,Y3m7q8sc,,,
metadata,nodegoat_id,id,16004197,,,
metadata,FAAM manifestation ID,id,BSL-848545451,,,
metadata,call number,string,"SBB-PK Berlin <4""@Mus. E 1117>",,,
metadata,score format,item,ifXZogMQ,,,
metadata,score complexity,item,iTQMfTAE,,,
statements,date,date,1835,,,
statements,date,date,,,,
statements,editorial annotation,item,A4NPbBsi,ornament,,
statements,editorial annotation,item,VMA2AmEN,performance practice,,
statements,provenance,item,KuuXg9DS,Berlin State Library,,
statements,related item,item,ETUtPT6p,Antonio Bernacchi,,
statements,keyword,item,Vm5DPnGE,vocal pedagogy,,
statements,keyword,item,9farY66Z,music education,,
statements,instrumentation,item,KJkThvsq,voice,,
statements,instrumentation,item,GoXpNrsh,piano,,
statements,agent,statement,h8iz26mY,,GBgJfRbK|MCyXT4P3|1835,
statements,agent,statement,n3DCzBiV,,fkHJwpoD||,
statements,agent,statement,,,||,
statements,role,item,GBgJfRbK,publishing company,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,,,,
statements,place,item,MCyXT4P3,Dresden,,
statements,place,item,,,,
resources,thumb,image,BSL-848545451.gif,,,../assets/images/thumbs/
