category,faam_property,type,value,label,qualifiers,base_url
metadata,label,string,,,,
metadata,label,string,Thorough-Bass Made Easy,,,
metadata,description,string,,,,
metadata,id,id,3xFb55hu,,,
metadata,nodegoat_id,id,15992799,,,
metadata,FAAM manifestation ID,id,ORP-20145655,,,
metadata,call number,string,KTS1 C3.25 03J48,,,
metadata,score format,item,ifXZogMQ,,,
metadata,score complexity,item,iTQMfTAE,,,
statements,date,date,1765,,,
statements,editorial annotation,item,MHbLSqqz,bookplate,,
statements,editorial annotation,item,2Wh3HwBY,figured bass,,
statements,editorial annotation,item,FhoqCrfh,realization of figured bass,,
statements,editorial annotation,item,VMA2AmEN,performance practice,,
statements,provenance,item,TrYWxDhL,Orpheus Institute,,
statements,related item,item,,,,
statements,keyword,item,Sdw2foGQ,music theory,,
statements,keyword,item,gQaQXVZY,basso continuo,,
statements,keyword,item,9farY66Z,music education,,
statements,instrumentation,item,8REteAN5,keyboard instrument,,
statements,musical work,item,DECcUC6d,,,
statements,agent,statement,bhh2Rqeu,,fkHJwpoD|bsTArmEN|1765,
statements,role,item,fkHJwpoD,composer,,
statements,place,item,bsTArmEN,London,,
resources,thumb,image,ORP-20145655.gif,,,../assets/images/thumbs/
