category,faam_property,type,value,label,qualifiers,base_url
metadata,label,string,,,,
metadata,label,string,Sonate n° 48 [i.e. 434] : courante / Domenico Scarlatti... ; révision par Vincent d'Indy,,,
metadata,description,string,,,,
metadata,id,id,5vJ9MvVa,,,
metadata,nodegoat_id,id,16004022,,,
metadata,FAAM manifestation ID,id,BNF-43257951b,,,
metadata,call number,string,FOL-VM-1 (9),,,
metadata,score format,item,mrQyCLJX,,,
metadata,score complexity,item,iTQMfTAE,,,
statements,date,date,1730,,,
statements,date,date,,,,
statements,date,date,,,,
statements,editorial annotation,item,WT9AcUBt,tempo,,
statements,editorial annotation,item,3ts8CrNB,musical phrasing,,
statements,editorial annotation,item,MCVLnYka,,,
statements,editorial annotation,item,eviEKifd,dynamic,,
statements,editorial annotation,item,WtvibJFF,accent,,
statements,editorial annotation,item,c5cZmF37,decrescendo,,
statements,editorial annotation,item,oPdg4LDz,slur,,
statements,editorial annotation,item,UDva945b,crescendo,,
statements,editorial annotation,item,e9t5BdLA,decrescendo,,
statements,editorial annotation,item,WuWcWk4u,ritenuto,,
statements,provenance,item,Y7xwGJo8,Bibliothèque nationale de France,,
statements,related item,item,,,,
statements,keyword,item,FSduWvy5,early music,,
statements,keyword,item,E2chmtzQ,sonata,,
statements,instrumentation,item,GoXpNrsh,piano,,
statements,musical work,item,8n4rwfxi,Sonata K. 434,,
statements,agent,statement,miDpPEFC,,GBgJfRbK|GDeKaNeC|,
statements,agent,statement,Na5pMDjZ,,fkHJwpoD||1730,
statements,agent,statement,mc2UEWpA,,45qo3Fj3||,
statements,agent,statement,,,||,
statements,role,item,GBgJfRbK,publishing company,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,45qo3Fj3,music editor,,
statements,role,item,,,,
statements,place,item,GDeKaNeC,Laboratoire de Chimie des Processus Biologiques,,
statements,place,item,,,,
statements,place,item,,,,
resources,thumb,image,BNF-43257951b.gif,,,../assets/images/thumbs/
