category,faam_property,type,value,label,qualifiers,base_url
metadata,label,string,,,,
metadata,label,string,"The Principles of singing : a practical guide for vocalists and teachers, with vocal exercises / by Albert B. Bach",,,
metadata,description,string,,,,
metadata,id,id,NFa7mgAM,,,
metadata,nodegoat_id,id,16004169,,,
metadata,FAAM manifestation ID,id,OSU-b5903614,,,
metadata,call number,string,MT820 .B23 1894aeb,,,
metadata,score format,item,ifXZogMQ,,,
metadata,score complexity,item,iTQMfTAE,,,
statements,date,date,1894,,,
statements,date,date,,,,
statements,provenance,item,Uafe5zh7,Ohio State University Libraries,,
statements,related item,item,,,,
statements,keyword,item,Vm5DPnGE,vocal pedagogy,,
statements,keyword,item,9farY66Z,music education,,
statements,instrumentation,item,KJkThvsq,voice,,
statements,instrumentation,item,GoXpNrsh,piano,,
statements,agent,statement,9sTLaakX,,GBgJfRbK|iXuvmnqs|1894,
statements,agent,statement,hUYoNwfh,,fkHJwpoD||,
statements,agent,statement,,,||,
statements,role,item,GBgJfRbK,publishing company,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,,,,
statements,place,item,iXuvmnqs,Edinburgh,,
statements,place,item,,,,
resources,thumb,image,OSU-b5903614.gif,,,../assets/images/thumbs/
