category,faam_property,type,value,label,qualifiers,base_url
metadata,label,string,,,,
metadata,label,string,"Impromptu : pour la harpe, op. 86",,,
metadata,description,string,,,,
metadata,id,id,8paJm6RX,,,
metadata,nodegoat_id,id,15992528,,,
metadata,FAAM manifestation ID,id,KCA-03090274817,,,
metadata,call number,string,UM-THA-FAURE-impro86-1,,,
metadata,score format,item,mrQyCLJX,,,
metadata,score complexity,item,iTQMfTAE,,,
statements,date,date,1955,,,
statements,date,date,,,,
statements,editorial annotation,item,WT9AcUBt,tempo,,
statements,editorial annotation,item,J6ERsasy,metronome mark,,
statements,editorial annotation,item,YCgBhPNn,octave sign,,
statements,editorial annotation,item,NsEoE4RP,musical expression,,
statements,editorial annotation,item,Wpq9sxzm,solmization,,
statements,editorial annotation,item,YRq3pSH7,cadenza,,
statements,handwritten annotation,item,EgH6igGS,signature,,
statements,handwritten annotation,item,DS9HvPwY,point in time,,
statements,handwritten annotation,item,aCRY7SgN,accidental,,
statements,handwritten annotation,item,RePdmToB,breath mark,,
statements,handwritten annotation,item,VMA2AmEN,performance practice,,
statements,handwritten annotation,item,YWfofDz3,,,
statements,handwritten annotation,item,c5cZmF37,decrescendo,,
statements,handwritten annotation,item,bZxRjBKt,brackets,,
statements,handwritten annotation,item,Wpq9sxzm,solmization,,
statements,handwritten annotation,item,SnxsnGvi,,,
statements,handwritten annotation,item,K9MgTT3J,,,
statements,provenance,item,6vrn9seu,Royal Conservatory of Antwerp,,
statements,related item,item,,,,
statements,keyword,item,6PUP9Ffx,harp music,,
statements,keyword,item,UH39mw6n,impromptu,,
statements,instrumentation,item,aQgptH4L,harp,,
statements,musical work,item,RtJqau2F,,,
statements,agent,statement,3NyookEG,,GoiPpGap|Ba3nT5xs|1955,
statements,agent,statement,h4nueHLU,,fkHJwpoD||,
statements,agent,statement,,,||,
statements,role,item,GoiPpGap,performing artist,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,,,,
statements,place,item,Ba3nT5xs,Antwerp,,
statements,place,item,,,,
resources,thumb,image,KCA-03090274817.gif,,,../assets/images/thumbs/
