category,faam_property,type,value,label,qualifiers,base_url
metadata,label,string,,,,
metadata,label,string,Il Pirato : Ouverture à Grand Orchestre de l' Opéra,,,
metadata,description,string,,,,
metadata,id,id,jvkRr9GW,,,
metadata,nodegoat_id,id,15992594,,,
metadata,FAAM manifestation ID,id,KCG-000333898,,,
metadata,call number,string,II 170,,,
metadata,score format,item,g5WgfTuF,,,
metadata,score complexity,item,iTQMfTAE,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,editorial annotation,item,Z8fp8xPh,pizzicato,,
statements,editorial annotation,item,59RimmuX,,,
statements,editorial annotation,item,CPJ2a2C2,articulation,,
statements,editorial annotation,item,gSHSbZQr,,,
statements,editorial annotation,item,WT9AcUBt,tempo,,
statements,handwritten annotation,item,WtvibJFF,accent,,
statements,handwritten annotation,item,euCa8A2S,string,,
statements,handwritten annotation,item,jCuFYGDc,ink stamp,,
statements,provenance,item,hQcqj8e8,Royal Conservatory of Ghent,,
statements,related item,item,,,,
statements,keyword,item,FHTHb7Dq,overture,,
statements,keyword,item,hxYumS2J,opera,,
statements,keyword,item,MaWnCnVw,arrangement,,
statements,instrumentation,item,g7hgtzmM,orchestra,,
statements,instrumentation,item,U3eHszGL,percussion instrument,,
statements,musical work,item,NN5Un68r,Il pirata,,
statements,agent,statement,JGR5Pepj,,fkHJwpoD||,
statements,agent,statement,3NyookEG,,GoiPpGap||,
statements,agent,statement,XV4xVK7r,,GBgJfRbK|kZiDQ3Aw|,
statements,agent,statement,dqzZNPaF,,NgFpoygv|8LdweD7c|,
statements,agent,statement,dqzZNPaF,,NgFpoygv|8LdweD7c|,
statements,agent,statement,dqzZNPaF,,NgFpoygv|8LdweD7c|,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,GoiPpGap,performing artist,,
statements,role,item,GBgJfRbK,publishing company,,
statements,role,item,NgFpoygv,scholar,,
statements,role,item,NgFpoygv,scholar,,
statements,role,item,NgFpoygv,scholar,,
statements,place,item,,,,
statements,place,item,kZiDQ3Aw,Bonn,,
statements,place,item,8LdweD7c,Ghent,,
statements,place,item,8LdweD7c,Ghent,,
statements,place,item,8LdweD7c,Ghent,,
resources,thumb,image,KCG-000333898.gif,,,../assets/images/thumbs/
