category,faam_property,type,value,label,qualifiers,base_url
metadata,label,string,,,,
metadata,label,string,Sonate en ré majeur nr 4 : pour violon et piano,,,
metadata,description,string,,,,
metadata,id,id,VCGXtJVz,,,
metadata,nodegoat_id,id,16005606,,,
metadata,FAAM manifestation ID,id,KCA-030902480745,,,
metadata,call number,string,UM-SV-HANDE-sona371-2,,,
metadata,score format,item,g5WgfTuF,,,
metadata,score complexity,item,iTQMfTAE,,,
statements,date,date,1926,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,editorial annotation,item,WT9AcUBt,tempo,,
statements,editorial annotation,item,J6ERsasy,metronome mark,,
statements,editorial annotation,item,eviEKifd,dynamic,,
statements,editorial annotation,item,UDva945b,crescendo,,
statements,editorial annotation,item,e9t5BdLA,decrescendo,,
statements,editorial annotation,item,6cyBEJLr,fingering,,
statements,editorial annotation,item,HXG9NWiG,bowing,,
statements,editorial annotation,item,WuWcWk4u,ritenuto,,
statements,handwritten annotation,item,jCuFYGDc,ink stamp,,
statements,handwritten annotation,item,SnxsnGvi,,,
statements,handwritten annotation,item,HXG9NWiG,bowing,,
statements,handwritten annotation,item,CPJ2a2C2,articulation,,
statements,handwritten annotation,item,oPdg4LDz,slur,,
statements,handwritten annotation,item,6cyBEJLr,fingering,,
statements,handwritten annotation,item,UDva945b,crescendo,,
statements,provenance,item,6vrn9seu,Royal Conservatory of Antwerp,,
statements,related item,item,TtLk4SCR,,,
statements,related item,item,,,,
statements,keyword,item,FSduWvy5,early music,,
statements,keyword,item,MaWnCnVw,arrangement,,
statements,keyword,item,ir8H6VLw,violin sonata,,
statements,instrumentation,item,VZE4bgeN,violin,,
statements,musical work,item,cFVvHs9Z,,,
statements,agent,statement,CFu7TPQo,,fkHJwpoD||,
statements,agent,statement,HkAYDsB2,,45qo3Fj3||,
statements,agent,statement,JEZ5AweR,,GBgJfRbK|9k2MygHr|1926,
statements,agent,statement,3NyookEG,,GoiPpGap||,
statements,agent,statement,,,||,
statements,agent,statement,,,||,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,45qo3Fj3,music editor,,
statements,role,item,GBgJfRbK,publishing company,,
statements,role,item,GoiPpGap,performing artist,,
statements,role,item,,,,
statements,role,item,,,,
statements,place,item,9k2MygHr,City of Brussels,,
statements,place,item,,,,
statements,place,item,,,,
statements,place,item,,,,
resources,thumb,image,KCA-030902480745.gif,,,../assets/images/thumbs/
