category,faam_property,type,value,label,qualifiers,base_url
metadata,label,string,,,,
metadata,label,string,Pensée d'automne,,,
metadata,description,string,,,,
metadata,id,id,6WB77EWQ,,,
metadata,nodegoat_id,id,16005492,,,
metadata,FAAM manifestation ID,id,ORP-20143700p43,,,
metadata,call number,string,KTS1 H.11.map.006,,,
metadata,score format,item,mrQyCLJX,,,
metadata,score complexity,item,iTQMfTAE,,,
statements,note,html,"L'Illustration, N. 3164
L'Illustration, N. 3164",,,
statements,date,date,,,,
statements,date,date,17-10-1903,,,
statements,provenance,item,TrYWxDhL,Orpheus Institute,,
statements,related item,item,,,,
statements,keyword,item,4ZvdnZdj,programme music,,
statements,instrumentation,item,GoXpNrsh,piano,,
statements,agent,statement,KQ62p3oM,,fkHJwpoD||,
statements,agent,statement,KQ62p3oM,,fkHJwpoD||,
statements,agent,statement,Ui7C9eZU,,GBgJfRbK|GDeKaNeC|,
statements,agent,statement,Ui7C9eZU,,GBgJfRbK|GDeKaNeC|17-10-1903,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,GBgJfRbK,publishing company,,
statements,role,item,GBgJfRbK,publishing company,,
statements,place,item,,,,
statements,place,item,GDeKaNeC,Laboratoire de Chimie des Processus Biologiques,,
statements,place,item,GDeKaNeC,Laboratoire de Chimie des Processus Biologiques,,
resources,thumb,image,ORP-20143700p43.gif,,,../assets/images/thumbs/
