category,faam_property,type,value,label,qualifiers,base_url
metadata,label,string,,,,
metadata,label,string,Rondo fantasque: pour violon et piano,,,
metadata,description,string,,,,
metadata,id,id,55NNMZZG,,,
metadata,nodegoat_id,id,15992263,,,
metadata,FAAM manifestation ID,id,KCA-030902500666,,,
metadata,call number,string,MM-DUBP-BOUSE-rondo-2,,,
metadata,score format,item,g5WgfTuF,,,
metadata,score complexity,item,j3pK6Dqo,,,
statements,date,date,1911,,,
statements,date,date,,,,
statements,handwritten annotation,item,eviEKifd,dynamic,,
statements,handwritten annotation,item,K9MgTT3J,,,
statements,handwritten annotation,item,UfinksVv,ossia,,
statements,handwritten annotation,item,9dz9ydpz,legato,,
statements,handwritten annotation,item,oPdg4LDz,slur,,
statements,provenance,item,6vrn9seu,Royal Conservatory of Antwerp,,
statements,related item,item,,,,
statements,keyword,item,adAmqPwn,duet,,
statements,keyword,item,KvY9ZvU4,fantasia,,
statements,keyword,item,6kwYh3HH,chamber music,,
statements,keyword,item,ZebrbN4o,rondo,,
statements,instrumentation,item,VZE4bgeN,violin,,
statements,agent,statement,dQM4f4f4,,fkHJwpoD||1911,
statements,agent,statement,3NyookEG,,GoiPpGap||,
statements,agent,statement,,,||,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,GoiPpGap,performing artist,,
statements,role,item,,,,
statements,place,item,,,,
statements,place,item,,,,
resources,thumb,image,KCA-030902500666.gif,,,../assets/images/thumbs/
