category,faam_property,type,value,label,qualifiers,base_url
metadata,label,string,,,,
metadata,label,string,Le farfadet : opéra comique en un acte,,,
metadata,description,string,,,,
metadata,id,id,evtmNNan,,,
metadata,nodegoat_id,id,15992472,,,
metadata,FAAM manifestation ID,id,KCA-030902614640,,,
metadata,call number,string,MM-ZP-ADAM-farfade-1,,,
metadata,score format,item,ktjyHrtb,,,
metadata,score complexity,item,iTQMfTAE,,,
statements,date,date,1867,,,
statements,date,date,,,,
statements,date,date,,,,
statements,editorial annotation,item,CPJ2a2C2,articulation,,
statements,editorial annotation,item,J6ERsasy,metronome mark,,
statements,editorial annotation,item,WT9AcUBt,tempo,,
statements,handwritten annotation,item,4PAdXGNC,,,
statements,handwritten annotation,item,SnxsnGvi,,,
statements,handwritten annotation,item,aCRY7SgN,accidental,,
statements,provenance,item,6vrn9seu,Royal Conservatory of Antwerp,,
statements,related item,item,DS9HvPwY,point in time,,
statements,related item,item,j29Ku8TV,Fantaisies-Parisiennes,,
statements,keyword,item,hxYumS2J,opera,,
statements,instrumentation,item,KJkThvsq,voice,,
statements,instrumentation,item,GoXpNrsh,piano,,
statements,musical work,item,C46xJxdV,Le farfadet,,
statements,agent,statement,nDdUxPEa,,fkHJwpoD||,
statements,agent,statement,3NyookEG,,GoiPpGap|9k2MygHr|1867,
statements,agent,statement,SX47ntGY,,GBgJfRbK|GDeKaNeC|,
statements,agent,statement,,,||,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,GoiPpGap,performing artist,,
statements,role,item,GBgJfRbK,publishing company,,
statements,role,item,,,,
statements,place,item,9k2MygHr,City of Brussels,,
statements,place,item,GDeKaNeC,Laboratoire de Chimie des Processus Biologiques,,
statements,place,item,,,,
resources,thumb,image,KCA-030902614640.gif,,,../assets/images/thumbs/
