category,faam_property,type,value,label,qualifiers,base_url
metadata,label,string,,,,
metadata,label,string,Sei Sonate da Cimbalo | Del Sig:re Alessandro Felici | di Firenze,,,
metadata,description,string,,,,
metadata,id,id,AEKaZ9Xw,,,
metadata,nodegoat_id,id,15992730,,,
metadata,FAAM manifestation ID,id,CBM-TORRMsB27,,,
metadata,call number,string,TORR. Ms.B.27,,,
metadata,score format,item,mrQyCLJX,,,
metadata,score complexity,item,THYV2oLw,,,
statements,date,date,,,,
statements,date,date,,,,
statements,editorial annotation,item,NefNH6k2,Volti subito,,
statements,handwritten annotation,item,LiFYdNgN,comparative study,,
statements,provenance,item,UXcrTKij,Biblioteca del Conservatorio Benedetto Marcello,,
statements,related item,item,,,,
statements,keyword,item,NjSVdz7G,romance,,
statements,keyword,item,FSduWvy5,early music,,
statements,keyword,item,E2chmtzQ,sonata,,
statements,instrumentation,item,YmTjo9Ww,harpsichord,,
statements,agent,statement,ndF5MKbV,,fkHJwpoD||,
statements,agent,statement,M2b4HvjF,,NgFpoygv||,
statements,agent,statement,,,||,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,NgFpoygv,scholar,,
statements,role,item,,,,
statements,place,item,,,,
statements,place,item,,,,
resources,thumb,image,CBM-TORRMsB27.gif,,,../assets/images/thumbs/
