category,faam_property,type,value,label,qualifiers,base_url
metadata,label,string,,,,
metadata,label,string,Anleitung zum Generalbass-Spielen : Harmonie-Übungen am Klavier,,,
metadata,description,string,,,,
metadata,id,id,J3hpXod2,,,
metadata,nodegoat_id,id,16004299,,,
metadata,FAAM manifestation ID,id,KCA-030903702279,,,
metadata,call number,string,MM-MEUTW-RIEMA-anleitu-1,,,
metadata,score format,item,ifXZogMQ,,,
metadata,score complexity,item,iTQMfTAE,,,
statements,date,date,,,,
statements,provenance,item,6vrn9seu,Royal Conservatory of Antwerp,,
statements,related item,item,,,,
statements,keyword,item,Sdw2foGQ,music theory,,
statements,keyword,item,EWh47JQF,realization of figured bass,,
statements,keyword,item,gQaQXVZY,basso continuo,,
statements,keyword,item,9farY66Z,music education,,
statements,instrumentation,item,8REteAN5,keyboard instrument,,
statements,agent,statement,cCRS4yYP,,fkHJwpoD||,
statements,role,item,fkHJwpoD,composer,,
statements,place,item,,,,
resources,thumb,image,KCA-030903702279.gif,,,../assets/images/thumbs/
