category,faam_property,type,value,label,qualifiers,base_url
metadata,label,string,,,,
metadata,label,string,Six Sonates | pour le Clavecin | Op. V | Pellegrino,,,
metadata,description,string,,,,
metadata,id,id,XaMUY8Ab,,,
metadata,nodegoat_id,id,15992725,,,
metadata,FAAM manifestation ID,id,CBM-TORRMsA77,,,
metadata,call number,string,TORR. Ms.A.77,,,
metadata,score format,item,mrQyCLJX,,,
metadata,score complexity,item,THYV2oLw,,,
statements,date,date,,,,
statements,date,date,,,,
statements,handwritten annotation,item,jCuFYGDc,ink stamp,,
statements,handwritten annotation,item,VMA2AmEN,performance practice,,
statements,handwritten annotation,item,aCRY7SgN,accidental,,
statements,provenance,item,UXcrTKij,Biblioteca del Conservatorio Benedetto Marcello,,
statements,related item,item,,,,
statements,keyword,item,E2chmtzQ,sonata,,
statements,keyword,item,FSduWvy5,early music,,
statements,instrumentation,item,YmTjo9Ww,harpsichord,,
statements,agent,statement,Wpyyiarm,,fkHJwpoD||,
statements,agent,statement,M2b4HvjF,,NgFpoygv|k6SS3uwu|,
statements,agent,statement,,,||,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,NgFpoygv,scholar,,
statements,role,item,,,,
statements,place,item,k6SS3uwu,,,
statements,place,item,,,,
resources,thumb,image,CBM-TORRMsA77.gif,,,../assets/images/thumbs/
