category,faam_property,type,value,label,qualifiers,base_url
metadata,label,string,,,,
metadata,label,string,6 Suites : voor cello alleen : BWV 1007-1012,,,
metadata,description,string,,,,
metadata,id,id,DxseiyXx,,,
metadata,nodegoat_id,id,15992686,,,
metadata,FAAM manifestation ID,id,KCG-000332191,,,
metadata,call number,string,A2602,,,
metadata,score format,item,g5WgfTuF,,,
metadata,score complexity,item,iTQMfTAE,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,date,date,,,,
statements,editorial annotation,item,J6ERsasy,metronome mark,,
statements,editorial annotation,item,oPdg4LDz,slur,,
statements,editorial annotation,item,6cyBEJLr,fingering,,
statements,editorial annotation,item,LiFYdNgN,comparative study,,
statements,editorial annotation,item,A4NPbBsi,ornament,,
statements,editorial annotation,item,4PAdXGNC,,,
statements,editorial annotation,item,UfinksVv,ossia,,
statements,handwritten annotation,item,jCuFYGDc,ink stamp,,
statements,handwritten annotation,item,RePdmToB,breath mark,,
statements,handwritten annotation,item,oPdg4LDz,slur,,
statements,handwritten annotation,item,aCRY7SgN,accidental,,
statements,provenance,item,hQcqj8e8,Royal Conservatory of Ghent,,
statements,related item,item,,,,
statements,keyword,item,4Ug7EdNp,suite,,
statements,keyword,item,QFnkBYdA,string music,,
statements,keyword,item,FSduWvy5,early music,,
statements,instrumentation,item,4oyT6BBG,cello,,
statements,musical work,item,5Tv2yEi3,Cello Suites,,
statements,agent,statement,QhRQ5LW9,,fkHJwpoD||,
statements,agent,statement,3NyookEG,,GoiPpGap||,
statements,agent,statement,bZLR8ET6,,45qo3Fj3||,
statements,agent,statement,AxpTCbUg,,GBgJfRbK|GKcJxAtt|,
statements,agent,statement,,,||,
statements,agent,statement,,,||,
statements,role,item,fkHJwpoD,composer,,
statements,role,item,GoiPpGap,performing artist,,
statements,role,item,45qo3Fj3,music editor,,
statements,role,item,GBgJfRbK,publishing company,,
statements,role,item,,,,
statements,role,item,,,,
statements,place,item,GKcJxAtt,Leipzig,,
statements,place,item,,,,
statements,place,item,,,,
statements,place,item,,,,
resources,thumb,image,KCG-000332191.gif,,,../assets/images/thumbs/
